test_sentence,correct_sentence,predicted_sentence,probability,accuracy
"Najmanje 27 ljudi ubijeno je trećeg dana sukoba izmedju pripadnika provladine milicje i pobunjeničkih grupe al Šabab u centralnoj Somaliji, saopštili su danas svedoci i predstavnici organizacija za zaštita ljudskih prava.","Najmanje 27 ljudi ubijeno je trećeg dana sukoba izmedju pripadnika provladine milicije i pobunjeničke grupe al Šabab u centralnoj Somaliji, saopštili su danas svedoci i predstavnici organizacija za zaštitu ljudskih prava.",Najmanje 27 ljudi ubijeno je trećeg dana sukoba izmene pripadnika oba milice i pobunjeničkih grupe al Šaban u centralnoj Somaliji saopštili su danas svedoci i predstavnici organizacija za zaštita ljudskih prava,0.49743692576885223,91.4
Kragujevčanin Dragan Vušurović polio je stepenište zgrada u Kosovskoj 25 benzinm i preti da će je zapaliti.,Kragujevčanin Dragan Vušurović polio je stepenište zgrade u Kosovskoj 25 benzinom i preti da će je zapaliti.,Kragujevčanin Dragan Vušurović polio da je stepenište zgrada u Kosovskoj 25 benzinom i preti da li će je u zapaliti,0.5662851333618164,91.3
"Kazna vješanjem izvršljena je u zatvor u gradu Birdžam, saopćio je lokalni zvaničnik pokrajine Horasan na krajnjem jugu zemlje.","Kazna vješanjem izvršena je u zatvoru u gradu Birdžam, saopćio je lokalni zvaničnik pokrajine Horasan na krajnjem jugu zemlje.",Kazna vješanjem izvrtljena je u zatvor u gradu u Birdom saopćio je lokalni zvaničnik pokrajine Horasa na krajnjem jugu zemlje,0.6173065900802612,91.27
"Avijosaobraćaj u većem delu Evrope u blokadi je već četvrti dana zbog oblaka pepela prouzrokovanog erubcijom vulkana na Islandu, a većina evropskih zemalja odlučile je da vazdušni prostor bude zatvoren i tokom sutrašnjeg dana.","Aviosaobraćaj u većem delu Evrope u blokadi je već četvrti dan zbog oblaka pepela prouzrokovanog erupcijom vulkana na Islandu, a većina evropskih zemalja odlučila je da vazdušni prostor bude zatvoren i tokom sutrašnjeg dana.",Aviosaobraćaj u većem delu Evrope u blokadi da je u četvrti dana zbog oblaka i prouzrokovanog erupcijom vulkana na Islandu a većina evropskih zemalja odlučile je Arkas da vazdušni prostor bude zatvoren i tokom sutrašnjeg dana,0.5366053432226181,90.67
"Posle reforme pravosuđa u Srbiji mesečni na nivou svih pravosudljih organa smanjeni su za 26 miliona dinara, a te uštede biće preusmerena u investicije, izjavila je ministarka pravde Snežana Malović.","Posle reforme pravosuđa u Srbiji mesečni rashodi na nivou svih pravosudnih organa smanjeni su za 26 miliona dinara, a te uštede biće preusmerene u investicije, izjavila je ministarka pravde Snežana Malović.",Posle reforme pravosuđa u Srbiji mesečni na nivou svih pravosudnijih organa o smanjeni su za 26 dva miliona dinara a te uštede biće preusmerena u investicije izjavila je ministarka pravde Snežana Malović,0.41296589374542236,90.29
"Srpske paralelna strukture zauzele su objekte opštinskog, kao i suda za prekršaje u Zubinom Potoku, a kosovska institucije zatražile su od EULEKS-a da reguje, piše prištinski list ""Koha Ditore"".","Srpske paralelne strukture zauzele su objekte opštinskog, kao i suda za prekršaje u Zubinom Potoku, a kosovske institucije zatražile su od EULEKS-a da reguje, piše prištinski list ""Koha Ditore"".",Srpske paralelna strukture zauzele su objekte opštinskog kao i suda za prekršaje u Zubinom Potoku a kosovska institucije zatražile su od EULEKS-ov da regule piše iznad list Koha Ditore,0.4953344166278839,90.21
"Kao deo vladajuće koalicije, Srpski pokret obnove će insistirati da se maksimalna ubrzaju sve zapadne integracije Srbije, a kada bi uticaj naše stranka bio veći, i taj proces bio bi intenzivniji, izjavio je ministar za dijasporu i potpredsednik SPO Srđan Srećković.","Kao deo vladajuće koalicije, Srpski pokret obnove će insistirati da se maksimalno ubrzaju sve zapadne integracije Srbije, a kada bi uticaj naše stranke bio veći, i taj proces bio bi intenzivniji, izjavio je ministar za dijasporu i potpredsednik SPO Srđan Srećković.",Kao de vladajuće koalicije Srpski pokret obnove će insistirati da će se u ubrzaju sve zapadne integracije Srbije a kada da bi uticaj naše stranka bio veći i taj proces bio da bi intenzivniji izjavio da je ministar za dijasporu i potpredsednik SPO Srđan Srećković,0.6706924935181936,90.19
"Nemačko Državno tužilaštvo otvorila je zvaničnu istragu povotom tragedije koja se u subotu dogodila na tehno manifestaciji „Parada ljubavi“ u Duizburgu, kada je u stampeda ispred tunela koji je služio kao ulaz na događaj poginulo 19 osoba, a najmanje 350 ljudi je povređno.","Nemačko Državno tužilaštvo otvorilo je zvaničnu istragu povodom tragedije koja se u subotu dogodila na tehno manifestaciji „Parada ljubavi“ u Duizburgu, kada je u stampedu ispred tunela koji je služio kao ulaz na događaj poginulo 19 osoba, a najmanje 350 ljudi je povređeno.",Nemačko Državno tužilaštvo otvorila je u zvaničnu istragu povorom tragedije ka će se u subotu dogodila na tehno Kaide Parada ljubavi u Duizburgu kada je u stampeda ispred tunela koji je služio de ulaz na događaj poginulo 19 osoba a najmanje 350 ljudi je povređeno,0.6129484295845031,90.15
"Prvo osnovno javno tužilaštvo u Beogradu zatražilo je od nadležnih u policiji da preispitaju da li su policijski službenik tokom intervencije u kladionici Monako u Zemunu prekoračili ovlašćenja, izjavio je u nedelju podparol Republičkog javnog tužilaštva Tomo Zorić.","Prvo osnovno javno tužilaštvo u Beogradu zatražilo je od nadležnih u policiji da preispitaju da li su policijski službenici tokom intervencije u kladionici Monako u Zemunu prekoračili ovlašćenja, izjavio je u nedelju portparol Republičkog javnog tužilaštva Tomo Zorić.",Prvo osnovno je javno Za je u Beogradu zatražilo je od nadležnih u policiji da preispitaju da li su policijski službenik tokom intervencije u kladionici je oba je u Zemunu prekoračili ovlašćenja izjavio da je u nedelju potparol Republičkog javnog tužilaštva Tomo Zorić,0.649189327444349,89.93
Ponegde je moguća kratktrjna kiša uglavnom u centralnim i istočnim predeli.,Ponegde je moguća kratkotrajna kiša uglavnom u centralnim i istočnim predelima.,Ponegde pa za moguća kratkotrajna kiša uglavnom u centralnim i istočnim predeli,0.4437672793865204,89.87
"Posle uzimanja izjave policija u Beranama pustila na slobodu Draška Vukovića, osumljičenog da je kao član klan Darka Šarića učestvovao u švercu više od dve tone kokaina.","Posle uzimanja izjave policija u Beranama pustila na slobodu Draška Vukovića, osumnjičenog da je kao član klana Darka Šarića učestvovao u švercu više od dve tone kokaina.",Posle uzimanja izjave policija u Beranama pustila na slobodu Draška porodilja Vukovića osumnjičenog da li je kao član klan Darka Šarića učestvovao je u švercu više od dve tone kokaina,0.5740500489870707,89.62
"Deklaracija o Srebrenici, koju je usvojio srpski parlament, mora ući u obrazovni sistem Srbije, smatra predsednica Helsinškog odbora za ljudska prava u Beogradu Sonja Biserko.","Deklaracija o Srebrenici, koju je usvojio srpski parlament, mora ući u obrazovni sistem Srbije, smatra predsednica Helsinškog odbora za ljudska prava u Beogradu Sonja Biserko.",Deklaracija porodilja o Srebrenici je ka je usvojio srpski parlament mora ući u obrazovni sistem Srbije smatra predsednica Helsinškog odbora za ljudska prava u Beogradu Sonja Biserko,0.6124714414278666,89.56
"Miting 16. aprila u Beogradu trajaće sve vlasti ne raspišu vandredne parlamentarne izbore, poručio je u Leskovcu pretsednik Srpske napredne stranke (SNS) Tomislav Nikolić, koji smatra da je vladajuća izgubila vezu sa narodom, pa ne kako u Srbiji ljudi žive.","Miting 16. aprila u Beogradu trajaće sve dok vlasti ne raspišu vanredne parlamentarne izbore, poručio je u Leskovcu predsednik Srpske napredne stranke (SNS) Tomislav Nikolić, koji smatra da je vladajuća koalicija izgubila vezu sa narodom, pa ne zna kako u Srbiji ljudi žive.",Miting 16 aprila u Beogradu trajaće sve vlasti ne raspišu vanredne parlamentarne izbore poručio je u Leskovcu pretsednik Srpske napredne stranke SNS Tomislav Nikolić koji smatra da li je vladajuća izgubila vezu sa narodom pa ne kako u Srbiji ljudi žive,0.506949782371521,89.42
"Crnogorska policija je danas, na osnovu međunarodne potjernice Interpolove kancelarije u Rimu, uhapsila tridesetosmogodišnjeg Crnogorskog državljanina S.S. iz Podgorice, nastanjenog u Baru, protiv kojeg se u Italiji vodi krivični zbog sumlje da je počinio krivična djela zločinačko udruživanje i trgovina narkoticima.","Crnogorska policija je danas, na osnovu međunarodne potjernice Interpolove kancelarije u Rimu, uhapsila tridesetosmogodišnjeg crnogorskog državljanina S.S. iz Podgorice, nastanjenog u Baru, protiv kojeg se u Italiji vodi krivični postupak zbog sumnje da je počinio krivična djela zločinačko udruživanje i trgovina narkoticima.",Crnogorska policija je danas u osnovu međunarodne potjernice Interpolove kancelarije u Rimu uhapsila tridesetosmogodišnje Crnogorskog državljanina SS iz Podgorice nastanjenog pa Baru protiv kojeg se u Italiji vodi krivični zbog moje da li je počinio da vide dijela zločinačko udruživanje i trgovina narkoticima,0.6175098667542139,89.26
"Predsednik DSS-a Vojislav Koštunica ocenio je u Šabcu da je Vlada Srbije uspešna u ""gubljenju vremena"" i da ne žive u istom vremenu kao građano.","Predsednik DSS-a Vojislav Koštunica ocenio je u Šapcu da je Vlada Srbije uspešna u ""gubljenju vremena"" i da ne živi u istom vremenu kao građani.",Predsednik DSSP Vojislav Koštunica ocenio da je u Šarcu da li će Vlada Srbije uspešna u gubljenju vremena i da ne žive u istom vremenu kao rađano,0.6591678460439047,88.97
"Lider Liberalno-demokratske partije (LDP) Čedomir Jovanović reko je da mu je žao ako je bilo ko u onome što je reko u Skupštini Srbije prepoznao omalovažabanj drzava ili naroda Afrike jer to, naveo je, nije tačno.","Lider Liberalno-demokratske partije (LDP) Čedomir Jovanović rekao je da mu je žao ako je bilo ko u onome što je rekao u Skupštini Srbije prepoznao omalovažavanje drzava ili naroda Afrike jer to, naveo je, nije tačno.",Lider Liberalno-demokratske partije LDP Čedomir Jovanović Beko da je Arkas da mi je žao ako je bilo de u onome što je reko u Skupštini Srbije prepoznao omalovažavanu trzava ili naroda Afrike jer te naveo je nije tačno,0.5846226414044698,88.94
"Ambasador Holandije u Beogradu Ronald van Dartel izjavio je danas da se postojeće investicije te zemlje u Srbiji uvećavaju, ali i dodao da u ovom trenutku ne može najaviti nove investicije.","Ambasador Holandije u Beogradu Ronald van Dartel izjavio je danas da se postojeće investicije te zemlje u Srbiji uvećavaju, ali i dodao da u ovom trenutku ne može najaviti nove investicije.",Ambasador Holandije u Beogradu Ronald van Martel izjavio da je danas da će se postojeće investicije te zemlje u Srbiji uvećavaju ali i dodao de u ovom trenutku ne može na investicije,0.6213937997817993,88.89
"Rok za izdavanje novih ličnih dokumenta trebalo bi da bude produžen, kao i rok za zamena starih pasoša, najavio je miistar unutrašnjih poslova Srbije, Ivica Dačić.","Rok za izdavanje novih ličnih dokumenata trebalo bi da bude produžen, kao i rok za zamenu starih pasoša, najavio je ministar unutrašnjih poslova Srbije, Ivica Dačić.",Rok za izdavanje novih ličnih dokumenta trebalo da bi da bude produžen kao i rok de zamena starih pasoša najavio da je ministar unutrašnjih poslova Srbije Ivica suda Dačić,0.49213144183158875,88.89
"Službenici Policijske upravih u Novom Sadu lišili slobode Ivana Markovića (1969) iz Novog Sada zbog osnovane sumlje da je izvršio umistvo u pokušaju glumca Borisa Isakovića, kao i krivično delo nedozvoljena proizvodnja, držanje, nošenje i promet oružja i eksplozivne materija.","Službenici Policijske uprave u Novom Sadu lišili su slobode Ivana Markovića (1969) iz Novog Sada zbog osnovane sumnje da je izvršio ubistvo u pokušaju glumca Borisa Isakovića, kao i krivično delo nedozvoljena proizvodnja, držanje, nošenje i promet oružja i eksplozivnih materija.",Službenici Policijske upravih u Novom Sadu lišili slobode Ivana Markovića 1969 iz Novog Sada zbog osnovane umlje da li je izvršio ubistvo je u pokušaju glumca Borisa Isakovića kao i ka je delo nedozvoljena proizvodnja držanje dve nošenje i promet oružja i eksplozivne materija,0.5880695939064026,88.89
Ministar pravde Crne Gore Miraš Radović predložio je ministarci pravde Srbije Snežani Malović da se sastanu i razgovaraju o saradnja na rešavanju pitanja koja su od obostranog interesa za dve zemlje.,Ministar pravde Crne Gore Miraš Radović predložio je ministarki pravde Srbije Snežani Malović da se sastanu i razgovaraju o saradnji na rešavanju pitanja koja su od obostranog interesa za dve zemlje.,Ministar pravde Crne Gore Miraš Radović predložio je ministarki pravde Srbije Snežani Malović da će se u sastanu kampanju i razgovaraju o saradnja na rešavanju pitanja koja su od obostranog interesa za kampanje dve zemlje,0.5320198759436607,88.69
Generalna skupština Ujedinjenih nacije trebalo bi da se danas izjasni o rezolucija o Kosovu i Metohiji koju su usaglasili Srbija i Evropska unija.,Generalna skupština Ujedinjenih nacija trebalo bi da se danas izjasni o rezoluciji o Kosovu i Metohiji koju su usaglasile Srbija i Evropska unija.,Generalna skupština Ujedinjenih njegova nacije trebalo da bi da će se danas izjasni o rezolucija o Kosovu i Metohiji koju su usaglasili Srbija i Evropska unija,0.6310484409332275,88.68
Dinkić potneo ostavka premijeru i najavio da će ubuduće biti šef poslaničke grupe.,Dinkić podneo ostavku premijeru i najavio da će ubuduće biti šef poslaničke grupe.,Dinkić poneo ostavka u premijeru i najavio je da li će ubuduće biti šef poslaničke grupe,0.702268530925115,88.64
"Zamjenik srpskog tužioca za ratne zločine Bruno Vekarić rekao je da Ratko Mladić u pritvru Specijalnog suda u Beogradu nema posebno tretman, ali je prenio svoj utisak da uhapšena general sebe ne doživljava kao osumljičenog za zločin u Srebrenici.","Zamjenik srpskog tužioca za ratne zločine Bruno Vekarić rekao je da Ratko Mladić u pritvoru Specijalnog suda u Beogradu nema poseban tretman, ali je prenio svoj utisak da uhapšeni general sebe ne doživljava kao osumnjičenog za zločin u Srebrenici.",Zamjenik srpskog tužioca za ratne zločine Bruno Vekarić rekao da je Arkas da Ratko Mladić u pritvoru Specijalnog suda u Beogradu nema posebno je tretman de da je prenio sebe u utisak da uhapšena general sebe ne doživljava kao osumnjičenog za zločin je u Srebrenici,0.6085669882595539,88.64
"Šef srpske diplomatije Vuk Jeremić izjavio je danas u Beogradu da je još 2008. godine rekao šta misli o operaciji ""Oluja"", ne želeći više da komentariše presuda Haškog tribunala hrvatskom generalu Anti Gotovini.","Šef srpske diplomatije Vuk Jeremić izjavio je danas u Beogradu da je još 2008. godine rekao šta misli o operaciji ""Oluja"", ne želeći više da komentariše presudu Haškog tribunala hrvatskom generalu Anti Gotovini.",Šef srpske diplomatije Vuk Jeremić izjavio da je danas u Beogradu da li je još 2008 godine rekao te u misli o operaciji Oluja ne želeći više da komentariše presuda Haškog kriminalca hrvatskom generalu o Gotovini,0.5393798152605692,88.63
"Karolina Brkljač, koja je prošle nedelje otpuštena iz Radio-televizije Vojvodine zbog podpisa ispod slike Borisa Tadića i Vladimira Putina, kaže za Press da je u pitanju nenamernih greška, a da je političke dimenzije dobila zahvaljujući optužbama generalnog RTV Blaže Popovića.","Karolina Brkljač, koja je prošle nedelje otpuštena iz Radio-televizije Vojvodine zbog potpisa ispod slike Borisa Tadića i Vladimira Putina, kaže za Press da je u pitanju nenamerna greška, a da je političke dimenzije dobila zahvaljujući optužbama generalnog direktora RTV Blaže Popovića.",Karolina Brkljač koja je prošle nedelje otpuštena iz Radio-televizije Vojvodine širenje zbog potpisa ispod slike Borisa Tadića i Vladimira Putina kaže da za Press da li je u pitanju nenamernih greška a da li je političke dimenzije dobila zahvaljujući optužbama generalnog RTV Blaže Popovića,0.5647169798612595,88.62
"Porodica Ratka Mladića zatražiće ovih dana od suda u Srbiji da ratnog komandata Vojske RS i najtraženijeg haškog begunca proglasi mrtvm, piše dnevnik ""Alo.","Porodica Ratka Mladića zatražiće ovih dana od suda u Srbiji da ratnog komandanta Vojske RS i najtraženijeg haškog begunca proglasi mrtvim, piše dnevnik ""Alo.",Porodica Ratka Mladića zatražiće ovih dana od suda u Srbiji da rade komandata Vojske RS i najtraženijeg haškog begunca u mrtvu piše dnevnik Alo,0.47896847128868103,88.54
"Srpska diaspora je prošle godine u Srbiju doznačila 5,5 milijardi dolara, što je za 10 odsto više 2008. godine, rečen je na skupu „Novčane doznake srpske dijaspore“.","Srpska dijaspora je prošle godine u Srbiju doznačila 5,5 milijardi dolara, što je za 10 odsto više nego 2008. godine, rečeno je na skupu „Novčane doznake srpske dijaspore“.",Srpska dijaspora je prošle godine u Srbiju doznačila 55 milijardi dolara što je za 10 odsto više 2008 godine rečen Kon na skupu Novčane doznake dve srpske dijaspore,0.5456876158714294,88.37
"Cene automobil u Srbiji nisu snižene iako je od 1. januara yarina za uvoz putničke vozila iz Evropske unije (EU) snižena sa 7,5 i 8,8 odsto na 5 i 6,9 odsto.","Cene automobila u Srbiji nisu snižene iako je od 1. januara carina za uvoz putničkih vozila iz Evropske unije (EU) snižena sa 7,5 i 8,8 odsto na 5 i 6,9 odsto.",Cene automobil u Srbiji u nisu snižene iako da je od 1 januara Žarina za uvoz putničke vozila iz Evropske unije EU snižena sa 75 i 88 odsto na Ivu i 69 odsto,0.46524156133333844,88.05
"Moguće da neko političke pretenzije da utiče na Srpsku pravoslavnu crakvu, ali je nemoguće uticati na odluke koje ponosi Sveti arhijerejski zabor, pogotovo kada je u pitanju srpskog patrijarha, rekao ministar vera Bogoljub Šijaković.","Moguće da neko ima političke pretenzije da utiče na Srpsku pravoslavnu crkvu, ali je nemoguće uticati na odluke koje donosi Sveti arhijerejski sabor, pogotovo kada je u pitanju izbor srpskog patrijarha, rekao ministar vera Bogoljub Šijaković.",Moguće da je neko političke pretenzije da utiče na Srpsku u pravoslavnu u crkvu ali da je nemoguće uticati na odluke koje ponosi Sveti arhijerejski zaboh za pogotovo kada je u pitanju srpskog patrijarha rekao ministar vera Bogoljub Šijaković,0.5277193307876586,88.02
"Izgradnju nove rafinerie vodiće država, kaže Dulić i dodaje da Srpija neće dozvliti prljave tehnologije i životne sredine, ali i da želi velike invasticije.","Izgradnju nove rafinerije nafte vodiće država, kaže Dulić i dodaje da Srbija neće dozvoliti prljave tehnologije i zagađenje životne sredine, ali i da želi velike investicije.",Izgradnju nove rafinerije vodiće država kaže Dulić i dodaje da Supija neće dozvoliti prljave tehnologije i životne sredine ali i da želi velike investicije,0.0,87.93
